bic_8,bic,bank
LINKZAJJ,LINKZAJJUNO,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJXXX,TRUSTLINK (PTY) LTD
LISYZAJ1,LISYZAJ1XXX,LION SECURITIES (PTY) LTD
LSPRZAJJ,LSPRZAJJXXX,LIBERTY SECURITIES PROPRIETARY LIMITED
LYXMZAJ2,LYXMZAJ2XXX,CATALYX CAPITAL (PTY) LTD
MAAIZAJ1,MAAIZAJ1XXX,MARK ALEXANDER INVESTMENTS CC
MAMRZAJ1,MAMRZAJ1XXX,GRINDROD BANK
MAOYZAJ1,MAOYZAJ1XXX,IP MANAGEMENT COMPANY (RF) PROPRIETARY LIMITED
MAZPZAJ1,MAZPZAJ1XXX,MAZI ASSET MANAGEMENT
MDIMZAJ1,MDIMZAJ1XXX,MELVILLE DOUGLAS INVESTMENT MANAGE- MENT (PTY) LTD
METLZAJJ,METLZAJJXXX,NOAH CAPITAL MARKETS (PTY) LTD
MGTCZAJJ,MGTCZAJJXXX,"JPMORGAN CHASE BANK, N.A. - JOHANNESBURG BRANCH"
MIESZAJ1,MIESZAJ1XXX,MOODY'S INVESTORS SERVICE SOUTH AFRICA (PTY) LTD
MIMNZAJ1,MIMNZAJ1XXX,MICRO TO MAINFRAME
MIMTZAJ1,MIMTZAJ1XXX,MERGENCE INVESTMENT MANAGERS (PTY)
MLASZAJ1,MLASZAJ1XXX,SA MUTUAL LIFE ASSURANCE SOCIETY
MMSPZAJ1,MMSPZAJ1XXX,MPF MANAGEMENT SERVICES (PTY) LTD
MOLAZAJ1,MOLAZAJ1XXX,MOMENTUM LIFE ASSURERS LTD
NAVGZAJJ,NAVGZAJJXXX,NAVIGARE SECURITIES PTY LTD
NBOEZAJ2,NBOEZAJ2011,NEDGROUP SECURITIES (PTY) LTD
NBOEZAJ2,NBOEZAJ2022,NEDGROUP SECURITIES (PTY) LTD
NBOEZAJ2,NBOEZAJ2033,NEDGROUP SECURITIES (PTY) LTD
NBOEZAJ2,NBOEZAJ2044,NEDGROUP SECURITIES (PTY) LTD
NBOEZAJ2,NBOEZAJ2INT,NEDGROUP SECURITIES (PTY) LTD
NBOEZAJ2,NBOEZAJ2PVT,NEDGROUP SECURITIES (PTY) LTD
NBOEZAJ2,NBOEZAJ2XXX,NEDGROUP SECURITIES (PTY) LTD
NEDSZAJJ,NEDSZAJJCLS,NEDBANK LIMITED
NEDSZAJJ,NEDSZAJJTSP,NEDBANK LIMITED
NEDSZAJJ,NEDSZAJJXXX,NEDBANK LIMITED
NOPYZAJ2,NOPYZAJ24AX,4AX NOMINEES RF PTY LTD
NOPYZAJ2,NOPYZAJ2XXX,4AX NOMINEES RF PTY LTD
NVSEZAJC,NVSEZAJCXXX,NVEST SECURITIES (PTY) LTD
OASMZA21,OASMZA21XXX,OASIS CRESCENT CAPITAL (PTY) LTD
OASMZAJ1,OASMZAJ1XXX,OASIS ASSET MANAGEMENT LIMITED
OMAMZAJC,OMAMZAJCXXX,OLD MUTUAL INVESTMENT GROUP (SA) PTY LIMITED
OMBTZAJ2,OMBTZAJ2XXX,OM BANK LIMITED
OMGYZAJ1,OMGYZAJ1XXX,OMNIA GROUP (PTY) LTD
OMIGZAJ1,OMIGZAJ1XXX,OLD MUTUAL INVESTMENT GROUP
PAAYZAJ1,PAAYZAJ1XXX,PSG ASSET MANAGEMENT (PTY) LTD 1ST FLOOR PSG HOUSE
PACTZAJ1,PACTZAJ1XXX,PAUL CLARKE AND ASSOCIATES CC
PAMXZAJ1,PAMXZAJ1XXX,PLEXUS ASSET MANAGEMENT
PBTSZAJ1,PBTSZAJ1XXX,PETER BERRY TRUST SERVICES (PTY)LTD
PCBCZAJJ,PCBCZAJJXXX,CHINA CONSTRUCTION BANK CORPORATION JOHANNESBURG BRANCH
PCNTZAJC,PCNTZAJCXXX,PRESCIENT SECURITIES (PTY) LTD.
PCPTZAJ1,PCPTZAJ1XXX,PAA CAPITAL PTY LTD.
PDWEZAJ1,PDWEZAJ1XXX,PHILIPPUS DE WITT
PERRZAJ1,PERRZAJ1XXX,PERSONAL TRUST LTD
PIPTZAJ1,PIPTZAJ1XXX,PROFESSIONAL PROVIDENT SOCIETY INVESTMENTS
PLRPZAJJ,PLRPZAJJXXX,TSB SECURITIES (PTY) LTD
PPMTZAJC,PPMTZAJCXXX,MANDG INVESTMENT MANAGERS (PTY) LTD
PREYZAJ1,PREYZAJ1XXX,PUTT REAL ESTATES (PROPRIETARY) LTD.
PRIUZAJ1,PRIUZAJ1XXX,PROTEA INSURANCE CO. LTD
PRSMZAJJ,PRSMZAJJXXX,PERESEC PRIME BROKERS (PTY) LTD
PRVGZAJC,PRVGZAJCXXX,PRESCIENT FUND SERVICES (PTY) LTD
PSERZAJ1,PSERZAJ1XXX,PRIME SECURITIES (PTY) LTD
PSSYZAJJ,PSSYZAJJXXX,PSG SECURITIES LIMITED
PUEOZAJ1,PUEOZAJ1XXX,PUTT ESTATES (PTY) LTD
RAMYZAJ1,RAMYZAJ1XXX,ROYAL ASSET MANAGEMENT (PTY) LTD
RANDZAJ1,RANDZAJ1XXX,RAND REGISTRARS
RCIPZAJ1,RCIPZAJ1XXX,ROBERT COWEN INVESTMENTS (PTY) LTD
REFGZAJ1,REFGZAJ1XXX,REGIMENTS FUND MANAGERS 91
REGMZAJ1,REGMZAJ1XXX,REGIMENTS SECURITIES LIMITED
REMAZAJJ,REMAZAJJXXX,MOMENTUM SECURITIES (PTY) LTD
REPTZAJ1,REPTZAJ1XXX,REZCO ASSET MANAGEMENT
RFTPZAJ1,RFTPZAJ1XXX,RCL FOODS TREASURY (PTY) LTD
RMBSZAJJ,RMBSZAJJJSE,RMB SECURITIES (PTY) LIMITED
RMBSZAJJ,RMBSZAJJXXX,RMB SECURITIES (PTY) LIMITED
SAABZAJ1,SAABZAJ1XXX,"SAAMBOU BANK LTD, C/0 FINEX"
SABMZAJ1,SABMZAJ1ABL,SOUTH AFRICAN BREWERIES LTD
SABMZAJ1,SABMZAJ1SAB,SOUTH AFRICAN BREWERIES LTD
SABMZAJ1,SABMZAJ1SFN,SOUTH AFRICAN BREWERIES LTD
SABMZAJ1,SABMZAJ1XXX,SOUTH AFRICAN BREWERIES LTD
SAHTZAJ1,SAHTZAJ1XXX,SOUTH AFRICAN HOUSING TRUST LIMITED
SANLZAJC,SANLZAJCXXX,SANLAM MULTI MANAGER INTERNATIONAL (PTY) LTD
SARBZAJ2,SARBZAJ2XXX,SOUTH AFRICAN RESERVE BANK
SARBZAJ4,SARBZAJ4XXX,SOUTH AFRICAN RESERVE BANK
SARBZAJ6,SARBZAJ6XXX,SOUTH AFRICAN RESERVE BANK
SARBZAJ7,SARBZAJ7XXX,SOUTH AFRICAN RESERVE BANK
SARBZAJ8,SARBZAJ8XXX,SOUTH AFRICAN RESERVE BANK
SARBZAJ9,SARBZAJ9XXX,SOUTH AFRICAN RESERVE BANK
SARBZAJA,SARBZAJAXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJB,SARBZAJBXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJC,SARBZAJCXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJD,SARBZAJDXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJE,SARBZAJEXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJF,SARBZAJFXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJG,SARBZAJGXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJH,SARBZAJHXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJI,SARBZAJIXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJP,SARBZAJPXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJS,SARBZAJSXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJT,SARBZAJTXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJU,SARBZAJUXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJV,SARBZAJVXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJW,SARBZAJWXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJX,SARBZAJXXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJY,SARBZAJYXXX,SOUTH AFRICAN RESERVE BANK
SARBZAJZ,SARBZAJZXXX,SOUTH AFRICAN RESERVE BANK
SBEQZAJJ,SBEQZAJJXXX,SBG SECURITIES (PTY) LIMITED
SBINZAJJ,SBINZAJJXXX,STATE BANK OF INDIA
SBJMZAJJ,SBJMZAJJXXX,RENCAP SECURITIES (PTY) LTD
SBKHZAJJ,SBKHZAJJXXX,MERRILL LYNCH SOUTH AFRICA (PTY) LIMITED
SBPTZAJJ,SBPTZAJJXXX,SA STOCK BROKERS PTY LTD
SBZAZAJJ,SBZAZAJJAFR,THE STANDARD BANK OF SOUTH AFRICA LIMITED
SBZAZAJJ,SBZAZAJJATG,THE STANDARD BANK OF SOUTH AFRICA LIMITED
SBZAZAJJ,SBZAZAJJBOL,THE STANDARD BANK OF SOUTH AFRICA LIMITED
SBZAZAJJ,SBZAZAJJCLS,THE STANDARD BANK OF SOUTH AFRICA LIMITED
SBZAZAJJ,SBZAZAJJCNR,THE STANDARD BANK OF SOUTH AFRICA LIMITED
SBZAZAJJ,SBZAZAJJFSL,THE STANDARD BANK OF SOUTH AFRICA LIMITED
SBZAZAJJ,SBZAZAJJPLM,THE STANDARD BANK OF SOUTH AFRICA LIMITED
SBZAZAJJ,SBZAZAJJSAL,THE STANDARD BANK OF SOUTH AFRICA LIMITED
SBZAZAJJ,SBZAZAJJSCM,THE STANDARD BANK OF SOUTH AFRICA LIMITED
SBZAZAJJ,SBZAZAJJXXX,THE STANDARD BANK OF SOUTH AFRICA LIMITED
SCBLZAJ2,SCBLZAJ2XXX,STANDARD CHARTERED BANK
SCBLZAJJ,SCBLZAJJSSU,STANDARD CHARTERED BANK
SCBLZAJJ,SCBLZAJJXXX,STANDARD CHARTERED BANK
SCDPZAJJ,SCDPZAJJXXX,SCM DMA (PTY) LTD
SENPZAJ1,SENPZAJ1XXX,E MEDIA HOLDINGS
SEPTZAJ1,SEPTZAJ1XXX,SESFIKILE CAPITAL (PTY) LTD
SFPSZAJJ,SFPSZAJJ011,SASFIN SECURITIES (PTY) LTD
SFPSZAJJ,SFPSZAJJ022,SASFIN SECURITIES (PTY) LTD
SFPSZAJJ,SFPSZAJJ033,SASFIN SECURITIES (PTY) LTD
SFPSZAJJ,SFPSZAJJ044,SASFIN SECURITIES (PTY) LTD
SFPSZAJJ,SFPSZAJJ055,SASFIN SECURITIES (PTY) LTD
SFPSZAJJ,SFPSZAJJ066,SASFIN SECURITIES (PTY) LTD
SFPSZAJJ,SFPSZAJJXXX,SASFIN SECURITIES (PTY) LTD
SGSJZAJ1,SGSJZAJ1XXX,SG SECURITIIES JOHANNESBURG PTY LTD
SICPZAJ1,SICPZAJ1XXX,AFC INVESTMENT MANAGEMENT
SILCZAJJ,SILCZAJJXXX,FNZ SA ADMINISTRATION SERVICES (PTY
SIVMZAJ2,SIVMZAJ2XXX,SOUTHCHESTER INVESTMENT MANAGERS
SMJCZAJC,SMJCZAJC011,HSBC SECURITIES (SOUTH AFRICA) (PTY) LTD
SMJCZAJC,SMJCZAJC022,HSBC SECURITIES (SOUTH AFRICA) (PTY) LTD
SMJCZAJC,SMJCZAJCWHK,HSBC SECURITIES (SOUTH AFRICA) (PTY) LTD
SMJCZAJC,SMJCZAJCXXX,HSBC SECURITIES (SOUTH AFRICA) (PTY) LTD
SMKSZAJ1,SMKSZAJ1XXX,NEDGROUP PRIVATE WEALTH STOCKBROKERS (PTY) LTD
SNTPZAJ1,SNTPZAJ1XXX,STANDARD BANK NOMINEES TVL (PTY)LTD
SOAFZAJ1,SOAFZAJ1XXX,VOLKSWAGEN OF SOUTH AFRICA (PTY) LTD
SRCRZAJ1,SRCRZAJ1XXX,SOUTH AFRICAN RESERVE BANK
SRROZAJ1,SRROZAJ1XXX,SOUTH AFRICAN RESERVE BANK
SSBSZAJJ,SSBSZAJJXXX,CITIGROUP GLOBAL MARKETS (PTY) LTD
